pkg,depends
python-sqlmodel,python-fastapi
python-sqlmodel,pre-commit
python-sqlparse,python
python-srcinfo,python
python-srcinfo,python-parse
python-srt,python
python-srt_equalizer,python
python-srt_equalizer,python-srt
python-sshpubkeys,python-ecdsa
python-sshpubkeys,python-cryptography
python-sshtunnel,python
python-sshtunnel,python-paramiko
python-stack-data,python-asttokens
python-stack-data,python-executing
python-stack-data,python-pure-eval
python-starlette,python
python-starlette,python-anyio
python-statsmodels,python-numpy
python-statsmodels,python-scipy
python-statsmodels,python-pandas
python-statsmodels,python-patsy
python-stdlibs,python
python-stem,procps-ng
python-stem,python
python-stem,python-cryptography
python-stem,python-pynacl
python-stestr,python-cliff
python-stestr,python-pbr
python-stestr,python-subunit
python-stestr,python-fixtures
python-stestr,python-testtools
python-stestr,python-yaml
python-stestr,python-voluptuous
python-stestr,python-tomlkit
python-stestr,python-extras
python-stevedore,python
python-stone,python
python-stone,python-packaging
python-stone,python-ply
python-stone,python-six
python-stopit,python
python-strict-rfc3339,python
python-strictyaml,python
python-strictyaml,python-dateutil
python-strictyaml,python-ruamel.yaml.clib
python-structlog,python
python-subprocess-tee,python
python-subunit,python-iso8601
python-subunit,python-testtools
python-suds,python
python-superqt,python
python-superqt,python-pint
python-superqt,python-pygments
python-superqt,python-qtpy
python-superqt,python-typing_extensions
python-sure,python-six
python-svglib,python
python-svglib,python-lxml
python-svglib,python-reportlab
python-svglib,python-tinycss2
python-svglib,python-cssselect2
python-svgwrite,python
python-svgwrite,python-pyparsing
python-swiftclient,python-requests
python-sword,sword
python-sword,python
python-sybil,python
python-symengine,gcc-libs
python-symengine,glibc
python-symengine,gmp
python-symengine,gperftools
python-symengine,libmpc
python-symengine,mpfr
python-symengine,python
python-symengine,symengine
python-sympy,python-mpmath
python-syrupy,python-pytest
python-systemd,gcc-libs
python-systemd,glibc
python-systemd,python
python-systemd,systemd
python-systemd,systemd-libs
python-tabulate,python
python-tabview,python
python-tailer,python
python-tappy,python
python-tappy,python-babel
python-tappy,python-pyaml
python-tappy,python-more-itertools
python-tarantool,python-msgpack
python-tasklib,python
python-tblib,python-six
python-teamcity-messages,python
python-tempora,python
python-tempora,python-dateutil
python-tempora,python-jaraco.functools
python-tenacity,python
python-tensorboard_plugin_wit,python-werkzeug
python-tensorboard_plugin_wit,tensorboard
python-tensorflow,c-ares
python-tensorflow,pybind11
python-tensorflow,openssl
python-tensorflow,libpng
python-tensorflow,curl
python-tensorflow,giflib
python-tensorflow,icu
python-tensorflow,libjpeg-turbo
python-tensorflow,intel-oneapi-openmp
python-tensorflow,intel-oneapi-compiler-shared-runtime-libs
python-tensorflow,tensorflow
python-tensorflow,python-termcolor
python-tensorflow,python-astor
python-tensorflow,python-gast
python-tensorflow,python-numpy
python-tensorflow,python-protobuf
python-tensorflow,absl-py
python-tensorflow,python-h5py
python-tensorflow,python-keras
python-tensorflow,python-tensorflow-estimator
python-tensorflow,python-opt_einsum
python-tensorflow,python-astunparse
python-tensorflow,python-pasta
python-tensorflow,python-flatbuffers
python-tensorflow,python-typing_extensions
python-tensorflow,python-ml-dtypes
python-tensorflow-cuda,c-ares
python-tensorflow-cuda,pybind11
python-tensorflow-cuda,openssl
python-tensorflow-cuda,libpng
python-tensorflow-cuda,curl
python-tensorflow-cuda,giflib
python-tensorflow-cuda,icu
python-tensorflow-cuda,libjpeg-turbo
python-tensorflow-cuda,intel-oneapi-openmp
python-tensorflow-cuda,intel-oneapi-compiler-shared-runtime-libs
python-tensorflow-cuda,tensorflow-cuda
python-tensorflow-cuda,cuda
python-tensorflow-cuda,cudnn
python-tensorflow-cuda,nccl
python-tensorflow-cuda,python-pycuda
python-tensorflow-cuda,python-termcolor
python-tensorflow-cuda,python-astor
python-tensorflow-cuda,python-gast
python-tensorflow-cuda,python-numpy
python-tensorflow-cuda,python-protobuf
python-tensorflow-cuda,absl-py
python-tensorflow-cuda,python-h5py
python-tensorflow-cuda,python-keras
python-tensorflow-cuda,python-tensorflow-estimator
python-tensorflow-cuda,python-opt_einsum
python-tensorflow-cuda,python-astunparse
python-tensorflow-cuda,python-pasta
python-tensorflow-cuda,python-flatbuffers
python-tensorflow-cuda,python-typing_extensions
python-tensorflow-cuda,python-ml-dtypes
python-tensorflow-estimator,python-wrapt
python-tensorflow-opt,c-ares
python-tensorflow-opt,pybind11
python-tensorflow-opt,openssl
python-tensorflow-opt,libpng
python-tensorflow-opt,curl
python-tensorflow-opt,giflib
python-tensorflow-opt,icu
python-tensorflow-opt,libjpeg-turbo
python-tensorflow-opt,intel-oneapi-openmp
python-tensorflow-opt,intel-oneapi-compiler-shared-runtime-libs
python-tensorflow-opt,tensorflow-opt
python-tensorflow-opt,python-termcolor
python-tensorflow-opt,python-astor
python-tensorflow-opt,python-gast
python-tensorflow-opt,python-numpy
python-tensorflow-opt,python-protobuf
python-tensorflow-opt,absl-py
python-tensorflow-opt,python-h5py
python-tensorflow-opt,python-keras
python-tensorflow-opt,python-tensorflow-estimator
python-tensorflow-opt,python-opt_einsum
python-tensorflow-opt,python-astunparse
python-tensorflow-opt,python-pasta
python-tensorflow-opt,python-flatbuffers
python-tensorflow-opt,python-typing_extensions
python-tensorflow-opt,python-ml-dtypes
python-tensorflow-opt-cuda,c-ares
python-tensorflow-opt-cuda,pybind11
python-tensorflow-opt-cuda,openssl
python-tensorflow-opt-cuda,libpng
python-tensorflow-opt-cuda,curl
python-tensorflow-opt-cuda,giflib
python-tensorflow-opt-cuda,icu
python-tensorflow-opt-cuda,libjpeg-turbo
python-tensorflow-opt-cuda,intel-oneapi-openmp
python-tensorflow-opt-cuda,intel-oneapi-compiler-shared-runtime-libs
python-tensorflow-opt-cuda,tensorflow-opt-cuda
python-tensorflow-opt-cuda,cuda
python-tensorflow-opt-cuda,cudnn
python-tensorflow-opt-cuda,nccl
python-tensorflow-opt-cuda,python-pycuda
python-tensorflow-opt-cuda,python-termcolor
python-tensorflow-opt-cuda,python-astor
python-tensorflow-opt-cuda,python-gast
python-tensorflow-opt-cuda,python-numpy
python-tensorflow-opt-cuda,python-protobuf
python-tensorflow-opt-cuda,absl-py
python-tensorflow-opt-cuda,python-h5py
python-tensorflow-opt-cuda,python-keras
python-tensorflow-opt-cuda,python-tensorflow-estimator
python-tensorflow-opt-cuda,python-opt_einsum
python-tensorflow-opt-cuda,python-astunparse
python-tensorflow-opt-cuda,python-pasta
python-tensorflow-opt-cuda,python-flatbuffers
python-tensorflow-opt-cuda,python-typing_extensions
python-tensorflow-opt-cuda,python-ml-dtypes
python-tensorflow-serving-api,python
python-tensorflow-serving-api,python-grpcio
python-tensorflow-serving-api,python-tensorflow
python-tensorflow-serving-api,python-protobuf
python-tensorflow-serving-api-gpu,python
python-tensorflow-serving-api-gpu,python-grpcio
python-tensorflow-serving-api-gpu,python-tensorflow
python-tensorflow-serving-api-gpu,python-protobuf
python-termcolor,python
python-terminado,python
python-terminado,python-ptyprocess
python-terminado,python-tornado
python-termstyle,python-setuptools
python-testfixtures,python
python-testpath,python
python-testrepository,python
python-testrepository,python-testtools
python-testrepository,python-fixtures
python-testrepository,python-subunit
python-testresources,python
python-testscenarios,python-pbr
python-testscenarios,python-testtools
python-testtools,python-setuptools
python-text-unidecode,python
python-textdistance,python-jellyfish
python-textdistance,python-numpy
python-textdistance,python-levenshtein
python-textdistance,python-pyxdameraulevenshtein
python-texttable,python
python-textual,python
python-textual,python-rich
python-textual,python-markdown-it-py
python-textual,python-typing_extensions
python-textual,python-platformdirs
python-tftpy,python
python-threadloop,python-tornado
python-threadpoolctl,python
python-threat9-test-bed,python
python-threat9-test-bed,python-click
python-threat9-test-bed,python-faker
python-threat9-test-bed,python-flask
python-threat9-test-bed,python-asgiref
python-threat9-test-bed,gunicorn
python-threat9-test-bed,python-pyopenssl
python-threat9-test-bed,python-requests
python-three-merge,python-diff-match-patch
python-thrift,python
python-thrift,python-six
python-tiktoken,gcc-libs
python-tiktoken,glibc
python-tiktoken,python
python-tiktoken,python-regex
python-tiktoken,python-requests
python-time-machine,python
python-time-machine,python-dateutil
python-tiny-proxy,python
python-tiny-proxy,python-anyio
python-tinycss2,python-webencodings
python-tld,python
python-tldextract,python-idna
python-tldextract,python-requests
python-tldextract,python-requests-file
python-tldextract,python-filelock
python-tlsh,python
python-tlsh,glibc
python-tlsh,gcc-libs
python-tlv8,python
python-tokenize-rt,python
python-toml,python
python-tomli,python
python-tomli-w,python
python-tomlkit,python
python-toolz,python
python-toposort,python
python-torchvision,numactl
python-torchvision,python-numpy
python-torchvision,python-pillow
python-torchvision,python-requests
python-torchvision,python-scipy
python-torchvision,python-sympy
python-torchvision,python-pytorch
python-torchvision-cuda,numactl
python-torchvision-cuda,python-numpy
python-torchvision-cuda,python-pillow
python-torchvision-cuda,python-requests
python-torchvision-cuda,python-scipy
python-torchvision-cuda,python-sympy
python-torchvision-cuda,python-pytorch-cuda
python-tornado,glibc
python-tornado,python
python-torrentool,python
python-tox,python
python-tox,python-cachetools
python-tox,python-chardet
python-tox,python-colorama
python-tox,python-filelock
python-tox,python-packaging
python-tox,python-platformdirs
python-tox,python-pluggy
python-tox,python-pyproject-api
python-tox,python-virtualenv
python-tox-current-env,python
python-tox-current-env,python-tox
python-tpm2-pytss,glibc
python-tpm2-pytss,python
python-tpm2-pytss,python-asn1crypto
python-tpm2-pytss,python-cffi
python-tpm2-pytss,python-cryptography
python-tpm2-pytss,python-packaging
python-tpm2-pytss,python-yaml
python-tpm2-pytss,tpm2-tss
python-tpm2-pytss,libtss2-esys.so
python-tpm2-pytss,libtss2-fapi.so
python-tpm2-pytss,libtss2-mu.so
python-tpm2-pytss,libtss2-rc.so
python-tpm2-pytss,libtss2-tctildr.so
python-tqdm,python
python-tracerite,python
python-tracerite,python-setuptools
python-tracerite,python-html5tagger
python-trailrunner,python-pathspec
python-traitlets,python
python-traitlets,python-argcomplete
python-traitlets,python-typing_extensions
python-traits,python
python-traitsui,python-pyface
python-transaction,python-zope-interface
python-treelib,python
python-treelib,python-six
python-treq,python
python-treq,python-incremental
python-treq,python-requests
python-treq,python-hyperlink
python-treq,python-pyopenssl
python-treq,python-service-identity
python-treq,python-idna
python-treq,python-twisted
python-treq,python-attrs
python-treq,python-typing_extensions
python-treq,python-zope-interface
python-trio,python
python-trio,python-attrs
python-trio,python-idna
python-trio,python-outcome
python-trio,python-sniffio
python-trio,python-sortedcontainers
python-trio,python-typing_extensions
python-trio-asyncio,python
python-trio-asyncio,python-greenlet
python-trio-asyncio,python-outcome
python-trio-asyncio,python-sniffio
python-trio-asyncio,python-trio
python-trio-websocket,python
python-trio-websocket,python-trio
python-trio-websocket,python-wsproto
python-trove-classifiers,python
python-trustme,python
python-trustme,python-cryptography
python-trustme,python-idna
python-trustme,python-pyopenssl
python-truststore,python
python-tubes,python
python-tubes,python-six
python-tubes,python-twisted
python-tweepy,python
python-tweepy,python-oauthlib
python-tweepy,python-python-socks
python-tweepy,python-requests
python-tweepy,python-requests-oauthlib
python-twisted,python
python-twisted,python-attrs
python-twisted,python-automat
python-twisted,python-constantly
python-twisted,python-hyperlink
python-twisted,python-incremental
python-twisted,python-typing_extensions
python-twisted,python-zope-interface
python-txaio,python
python-txredisapi,python
python-txredisapi,python-twisted
python-txredisapi,python-six
python-txrequests,python-requests
python-txrequests,python-twisted
python-txtorcon,python
python-txtorcon,python-automat
python-txtorcon,python-cryptography
python-txtorcon,python-idna
python-txtorcon,python-pyopenssl
python-txtorcon,python-service-identity
python-txtorcon,python-six
python-txtorcon,python-twisted
python-txtorcon,python-zope-interface
python-typeguard,python-typing_extensions
python-typer,python-click
python-typer,python-typing_extensions
python-typer,python-rich
python-typer,python-shellingham
python-types-python-dateutil,python
python-typing_extensions,python
python-typing_inspect,python-mypy_extensions
python-typing_inspect,python-typing_extensions
python-typogrify,python
python-typogrify,python-smartypants
python-tzdata,python
python-tzlocal,python
python-u-msgpack,python
python-ubjson,python
python-uc-micro-py,python
python-ufolib2,python
python-ufolib2,python-attrs
python-ufolib2,python-cattrs
python-ufolib2,python-fonttools
python-ufolib2,python-fs
