pkg,licenses
papers-lib-docs,GPL-2.0-or-later
paperwork,GPL-3.0-or-later
papilo,LGPL-3.0-only
papirus-icon-theme,GPL3
pappl,Apache-2.0 WITH LLVM-exception
paprefs,GPL-2.0-or-later
par2cmdline,GPL2
parallel,GPL-3.0-only
parallel-docs,GPL-3.0-only
paraview,BSD-3-Clause
paraview-catalyst,BSD-3-Clause
parcellite,GPL3
pari,GPL-2.0-or-later
pari-elldata,GPL-2.0-or-later
pari-galdata,GPL
pari-galpol,GPL-2.0-or-later
pari-seadata,GPL-2.0-or-later
pari-seadata-small,GPL-2.0-or-later
parley,GPL-2.0-or-later
parley,LGPL-2.0-or-later
parole,GPL-2.0-or-later
partclone,GPL
parted,GPL3
partimage,GPL
partitionmanager,GPL-2.0-or-later
pass,GPL2
pass-otp,GPL3
passenger,MIT
passff-host,GPL2
passim,LGPL-2.1-or-later
passt,BSD-3-Clause
passt,GPL-2.0-or-later
pastebinit,GPL
pastel,MIT
pastel,Apache-2.0
pastel-docs,MIT
pastel-docs,Apache-2.0
pasystray,LGPL-2.1-only
patatt,MIT
patchelf,GPL-3.0-or-later
patchmatrix,Artistic2.0
patchutils,GPL
patroneo,GPL3
pavucontrol,GPL-2.0-or-later
pavucontrol-qt,GPL2
pax,BSD-3-Clause
pax-utils,GPL2
paxtest,GPL
pbzip2,BSD
pcaudiolib,GPL3
pcmanfm,GPL
pcmanfm-gtk3,GPL
pcmanfm-qt,GPL-2.0-or-later
pcp,GPL-2.0-or-later
pcp,LGPL-2.1-or-later
pcp,CC-BY-3.0
pcp-gui,GPL-2.0-or-later
pcp-gui,LGPL-2.1-or-later
pcp-gui,CC-BY-3.0
pcp-pmda-activemq,GPL-2.0-or-later
pcp-pmda-activemq,LGPL-2.1-or-later
pcp-pmda-activemq,CC-BY-3.0
pcp-pmda-bcc,GPL-2.0-or-later
pcp-pmda-bcc,LGPL-2.1-or-later
pcp-pmda-bcc,CC-BY-3.0
pcp-pmda-bind2,GPL-2.0-or-later
pcp-pmda-bind2,LGPL-2.1-or-later
pcp-pmda-bind2,CC-BY-3.0
pcp-pmda-bpftrace,GPL-2.0-or-later
pcp-pmda-bpftrace,LGPL-2.1-or-later
pcp-pmda-bpftrace,CC-BY-3.0
pcp-pmda-libvirt,GPL-2.0-or-later
pcp-pmda-libvirt,LGPL-2.1-or-later
pcp-pmda-libvirt,CC-BY-3.0
pcp-pmda-mysql,GPL-2.0-or-later
pcp-pmda-mysql,LGPL-2.1-or-later
pcp-pmda-mysql,CC-BY-3.0
pcp-pmda-nginx,GPL-2.0-or-later
pcp-pmda-nginx,LGPL-2.1-or-later
pcp-pmda-nginx,CC-BY-3.0
pcp-pmda-nutcracker,GPL-2.0-or-later
pcp-pmda-nutcracker,LGPL-2.1-or-later
pcp-pmda-nutcracker,CC-BY-3.0
pcp-pmda-openmetrics,GPL-2.0-or-later
pcp-pmda-openmetrics,LGPL-2.1-or-later
pcp-pmda-openmetrics,CC-BY-3.0
pcp-pmda-podman,GPL-2.0-or-later
pcp-pmda-podman,LGPL-2.1-or-later
pcp-pmda-podman,CC-BY-3.0
pcp-pmda-postgresql,GPL-2.0-or-later
pcp-pmda-postgresql,LGPL-2.1-or-later
pcp-pmda-postgresql,CC-BY-3.0
pcp-pmda-snmp,GPL-2.0-or-later
pcp-pmda-snmp,LGPL-2.1-or-later
pcp-pmda-snmp,CC-BY-3.0
pcsc-perl,GPL-2.0-or-later
pcsc-tools,GPL
pcsclite,BSD-3-Clause
pcsclite,GPL-3.0-or-later
pcsclite,BSD-2-Clause
pcsclite,0BSD
pd,BSD-3-Clause
pd-gem,GPL2
pd-lua,GPL-2.0-or-later
pd-sfizz,BSD-2-Clause
pdal,BSD
pdcurses,GPL-2.0-or-later
pdf2svg,GPL
pdfarranger,GPL-3.0-or-later
pdfcrack,GPL2
pdfgrep,GPL-2.0-or-later
pdfjs,Apache-2.0
pdfjs-legacy,Apache-2.0
pdfmixtool,GPL3
pdfpc,GPL
pdfslicer,GPL3
pdftk,GPL
pdftricks,GPL3
pdnsd,GPL
peco,MIT
peda,custom:Creative Commons
peek,GPL3
peg,MIT
pegtl,MIT
pekwm,GPL-2.0-or-later
pekwm-themes,GPL
pelican,AGPL3
pencil2d,GPL2
penguin-subtitle-player,GPL3
peony,GPL
percona-server,GPL
percona-server-clients,GPL
percona-toolkit,GPL
perf,GPL-2.0-only
performous,GPL
performous-freesongs,GPL
performous-freesongs,CCPL
perl-acme-alien-dontpanic,PerlArtistic
perl-algorithm-annotate,GPL
perl-algorithm-annotate,PerlArtistic
perl-algorithm-diff,GPL
perl-algorithm-diff,PerlArtistic
perl-alien-base-modulebuild,PerlArtistic
perl-alien-build,PerlArtistic
perl-alien-build-plugin-download-gitlab,PerlArtistic
perl-alien-cmake3,PerlArtistic
perl-alien-libxml2,PerlArtistic
perl-anyevent,PerlArtistic
perl-anyevent,GPL
perl-anyevent-i3,GPL
perl-anyevent-xmpp,GPL
perl-anyevent-xmpp,PerlArtistic
perl-app-borgrestore,PerlArtistic
perl-app-borgrestore,GPL
perl-app-cli,GPL
perl-app-cli,PerlArtistic
perl-appconfig,PerlArtistic
perl-appconfig,GPL
perl-archive-cpio,unknown
perl-archive-extract,PerlArtistic
perl-archive-extract,GPL
perl-archive-zip,GPL
perl-archive-zip,PerlArtistic
perl-array-compare,GPL
perl-array-compare,PerlArtistic
perl-async-interrupt,PerlArtistic
perl-async-interrupt,GPL
perl-authen-radius,GPL
perl-authen-radius,PerlArtistic
perl-authen-sasl,GPL
perl-authen-sasl,PerlArtistic
perl-autovivification,PerlArtistic
perl-autovivification,GPL
perl-b-cow,PerlArtistic
perl-b-debug-cpan,PerlArtistic
perl-b-debug-cpan,GPL
perl-b-hooks-endofscope,PerlArtistic
perl-b-hooks-endofscope,GPL
perl-b-keywords,PerlArtistic
perl-berkeleydb,GPL
perl-berkeleydb,PerlArtistic
perl-bit-vector,GPL
perl-bit-vector,LGPL
perl-bit-vector,PerlArtistic
perl-business-isbn,PerlArtistic
perl-business-isbn,GPL
perl-business-isbn-data,PerlArtistic
perl-business-ismn,Artistic2.0
perl-business-issn,Artistic2.0
perl-bytes-random-secure,PerlArtistic
perl-bytes-random-secure,GPL
perl-cache-memcached,GPL
perl-cache-memcached,PerlArtistic
perl-cairo-gobject,LGPL
perl-canary-stability,PerlArtistic
perl-canary-stability,GPL
perl-capture-tiny,PerlArtistic
perl-capture-tiny,GPL
perl-carp-always,PerlArtistic
perl-carp-always,GPL
perl-carp-assert,PerlArtistic
perl-carp-assert,GPL
perl-carp-clan,PerlArtistic
perl-cgi,PerlArtistic
perl-cgi,GPL
perl-cgi-fast,PerlArtistic
perl-cgi-fast,GPL
perl-cgi-formbuilder,PerlArtistic
perl-cgi-session,GPL
perl-cgi-session,PerlArtistic
perl-chart,Artistic-1.0-Perl
perl-chart,GPL-1.0-or-later
perl-class-accessor,GPL
perl-class-accessor,PerlArtistic
perl-class-accessor-chained,GPL
perl-class-accessor-chained,PerlArtistic
perl-class-autouse,GPL
perl-class-autouse,PerlArtistic
perl-class-data-inheritable,GPL
perl-class-data-inheritable,PerlArtistic
perl-class-factory-util,GPL
perl-class-factory-util,PerlArtistic
perl-class-inspector,PerlArtistic
perl-class-inspector,GPL
perl-class-load,PerlArtistic
perl-class-load,GPL
perl-class-load-xs,PerlArtistic2
perl-class-method-modifiers,PerlArtistic
perl-class-method-modifiers,GPL
perl-class-methodmaker,GPL
perl-class-methodmaker,PerlArtistic
perl-class-singleton,GPL
perl-class-singleton,PerlArtistic
perl-class-tiny,PerlArtistic
perl-clone,GPL
perl-clone,PerlArtistic
perl-color-calc,GPL
perl-color-calc,PerlArtistic
perl-common-sense,PerlArtistic
perl-common-sense,GPL
perl-compress-bzip2,GPL2
perl-config-autoconf,PerlArtistic
perl-config-autoconf,GPL
perl-config-general,PerlArtistic
perl-config-general,GPL
perl-config-grammar,PerlArtistic
perl-config-grammar,GPL
perl-config-simple,PerlArtistic
perl-config-simple,GPL
perl-config-tiny,GPL
perl-config-tiny,PerlArtistic
perl-convert-asn1,GPL
perl-convert-asn1,PerlArtistic
perl-convert-binhex,PerlArtistic
perl-convert-tnef,PerlArtistic
perl-convert-tnef,GPL
perl-convert-uulib,GPL
perl-convert-uulib,PerlArtistic
perl-cpan-changes,GPL
perl-cpan-changes,PerlArtistic
perl-cpan-meta-check,PerlArtistic
perl-cpan-meta-check,GPL
perl-cpan-perl-releases,PerlArtistic
perl-cpan-perl-releases,GPL
perl-cpan-requirements-dynamic,PerlArtistic
perl-cpan-requirements-dynamic,GPL
perl-cpanel-json-xs,PerlArtistic
perl-cpanel-json-xs,GPL
perl-cpanplus,PerlArtistic
perl-cpanplus,GPL
perl-cpanplus-dist-arch,PerlArtistic
perl-cpanplus-dist-arch,GPL
perl-crypt-blowfish,GPL
perl-crypt-blowfish,PerlArtistic
perl-crypt-cbc,GPL
perl-crypt-cbc,PerlArtistic
perl-crypt-des,GPL
perl-crypt-des,PerlArtistic
perl-crypt-openssl-bignum,PerlArtistic
perl-crypt-openssl-bignum,GPL
perl-crypt-openssl-dsa,PerlArtistic
perl-crypt-openssl-dsa,GPL
perl-crypt-openssl-guess,PerlArtistic
perl-crypt-openssl-guess,GPL
perl-crypt-openssl-random,PerlArtistic
perl-crypt-openssl-random,GPL
perl-crypt-openssl-rsa,PerlArtistic
perl-crypt-openssl-rsa,GPL
perl-crypt-passwdmd5,GPL
perl-crypt-passwdmd5,PerlArtistic
perl-crypt-random-seed,PerlArtistic
perl-crypt-random-seed,GPL
perl-crypt-random-tesha2,PerlArtistic
perl-crypt-random-tesha2,GPL
perl-crypt-simple,GPL
perl-crypt-simple,PerlArtistic
perl-crypt-smbhash,GPL
perl-crypt-ssleay,GPL
perl-crypt-ssleay,PerlArtistic
perl-cryptx,PerlArtistic
perl-cryptx,GPL
perl-curses,GPL
perl-curses,PerlArtistic
perl-curses-ui,GPL
perl-curses-ui,PerlArtistic
perl-curses-ui-poe,GPL
perl-curses-ui-poe,PerlArtistic
perl-cwd-guard,GPL
perl-cwd-guard,PerlArtistic
perl-danga-socket,GPL
perl-danga-socket,PerlArtistic
perl-data-compare,PerlArtistic
perl-data-compare,GPL
perl-data-dump,PerlArtistic
perl-data-dump,GPL
perl-data-hexdump,GPL
perl-data-hexdump,PerlArtistic
perl-data-hierarchy,GPL
perl-data-hierarchy,PerlArtistic
perl-data-messagepack,PerlArtistic
perl-data-messagepack,GPL
perl-data-munge,PerlArtistic
perl-data-optlist,PerlArtistic
perl-data-optlist,GPL
perl-data-perl,PerlArtistic
perl-data-perl,GPL
perl-data-random,GPL
perl-data-random,PerlArtistic
perl-data-section,PerlArtistic
perl-data-section,GPL
perl-data-structure-util,GPL
perl-data-structure-util,PerlArtistic
perl-data-uniqid,PerlArtistic
perl-data-uniqid,GPL
perl-data-uuid,LicenseRef-custom
perl-date-calc,PerlArtistic
perl-date-manip,PerlArtistic
perl-datetime,GPL
perl-datetime,PerlArtistic
perl-datetime-calendar-julian,PerlArtistic
perl-datetime-calendar-julian,GPL
perl-datetime-cron-simple,GPL
perl-datetime-cron-simple,PerlArtistic
perl-datetime-event-ical,GPL
perl-datetime-event-ical,PerlArtistic
perl-datetime-event-recurrence,GPL
perl-datetime-event-recurrence,PerlArtistic
perl-datetime-format-builder,PerlArtistic
perl-datetime-format-builder,GPL
perl-datetime-format-ical,GPL
perl-datetime-format-ical,PerlArtistic
perl-datetime-format-iso8601,PerlArtistic
perl-datetime-format-mail,GPL
perl-datetime-format-mail,PerlArtistic
perl-datetime-format-strptime,PerlArtistic
perl-datetime-format-strptime,GPL
perl-datetime-format-w3cdtf,GPL
perl-datetime-format-w3cdtf,PerlArtistic
perl-datetime-locale,GPL
perl-datetime-locale,PerlArtistic
perl-datetime-set,GPL
perl-datetime-set,PerlArtistic
perl-datetime-timezone,GPL
perl-datetime-timezone,PerlArtistic
perl-dbd-mariadb,GPL
perl-dbd-mariadb,PerlArtistic
perl-dbd-mysql,GPL
perl-dbd-mysql,PerlArtistic
perl-dbd-odbc,GPL
perl-dbd-odbc,PerlArtistic
perl-dbd-pg,GPL
perl-dbd-pg,PerlArtistic
perl-dbd-sqlite,GPL
perl-dbd-sqlite,PerlArtistic
perl-dbd-sqlite2,GPL
perl-dbd-sqlite2,PerlArtistic
perl-dbd-sybase,GPL
perl-dbd-sybase,PerlArtistic
perl-dbi,GPL
perl-dbi,PerlArtistic
perl-dbi-shell,GPL
perl-dbi-shell,PerlArtistic
perl-devel-checkbin,PerlArtistic
perl-devel-checkbin,GPL
perl-devel-checkcompiler,PerlArtistic
perl-devel-checkcompiler,GPL
perl-devel-checklib,PerlArtistic
perl-devel-checklib,GPL
perl-devel-cover,PerlArtistic
perl-devel-cover,GPL
perl-devel-cycle,PerlArtistic
perl-devel-cycle,GPL
perl-devel-globaldestruction,PerlArtistic
perl-devel-globaldestruction,GPL
perl-devel-leak,PerlArtistic
perl-devel-leak,GPL
perl-devel-patchperl,PerlArtistic
perl-devel-patchperl,GPL
perl-devel-stacktrace,PerlArtistic
perl-devel-stacktrace,GPL
perl-devel-symdump,GPL
perl-devel-symdump,PerlArtistic
perl-device-gsm,PerlArtistic
perl-device-modem,GPL
perl-device-modem,PerlArtistic
perl-device-serialport,GPL
perl-device-serialport,PerlArtistic
perl-digest-bubblebabble,PerlArtistic
perl-digest-bubblebabble,GPL
perl-digest-hmac,PerlArtistic
perl-digest-nilsimsa,LGPL
perl-digest-sha1,PerlArtistic
perl-dir-self,PerlArtistic
perl-dir-self,GPL
perl-dist-checkconflicts,PerlArtistic
perl-dist-checkconflicts,GPL
perl-djabberd,GPL
perl-djabberd,PerlArtistic
perl-djabberd-rosterstorage-sqlite,GPL
perl-djabberd-rosterstorage-sqlite,PerlArtistic
perl-email-abstract,GPL
perl-email-abstract,PerlArtistic
perl-email-address,GPL
perl-email-address,PerlArtistic
perl-email-address-xs,GPL
perl-email-address-xs,PerlArtistic
perl-email-date-format,GPL
perl-email-date-format,PerlArtistic
perl-email-messageid,GPL
perl-email-messageid,PerlArtistic
perl-email-mime,GPL
perl-email-mime,PerlArtistic
perl-email-mime-attachment-stripper,GPL
perl-email-mime-attachment-stripper,PerlArtistic
perl-email-mime-contenttype,GPL
perl-email-mime-contenttype,PerlArtistic
perl-email-mime-encodings,GPL
perl-email-mime-encodings,PerlArtistic
perl-email-reply,GPL
perl-email-reply,PerlArtistic
perl-email-send,GPL
perl-email-send,PerlArtistic
perl-email-sender,PerlArtistic
perl-email-sender,GPL
perl-email-simple,GPL
perl-email-simple,PerlArtistic
perl-encode-imaputf7,GPL
perl-encode-locale,PerlArtistic
perl-encode-locale,GPL
perl-env-shellwords,PerlArtistic
perl-error,PerlArtistic
perl-error,GPL
perl-ev,PerlArtistic
perl-ev,GPL
perl-eval-closure,PerlArtistic
perl-eval-closure,GPL
perl-event-execflow,PerlArtistic
perl-exception-class,PerlArtistic
perl-exception-class,GPL
perl-exporter-tiny,PerlArtistic
perl-exporter-tiny,GPL
perl-extutils-cchecker,PerlArtistic
perl-extutils-cchecker,GPL
perl-extutils-config,PerlArtistic
perl-extutils-config,GPL
perl-extutils-cppguess,PerlArtistic
perl-extutils-depends,PerlArtistic
perl-extutils-helpers,PerlArtistic
perl-extutils-helpers,GPL
perl-extutils-installpaths,PerlArtistic
perl-extutils-installpaths,GPL
perl-extutils-libbuilder,PerlArtistic
perl-extutils-libbuilder,GPL
perl-extutils-pkgconfig,LGPL
perl-extutils-xsbuilder,GPL
perl-extutils-xsbuilder,PerlArtistic
perl-fcgi,PerlArtistic
perl-fcgi,GPL
perl-fcgi-client,PerlArtistic
perl-fcgi-client,GPL
perl-ffi-checklib,PerlArtistic
perl-file-basedir,GPL
perl-file-basedir,PerlArtistic
perl-file-chdir,GPL
perl-file-chdir,PerlArtistic
perl-file-copy-recursive,GPL
perl-file-copy-recursive,PerlArtistic
perl-file-copy-recursive-reduced,PerlArtistic
perl-file-copy-recursive-reduced,GPL
perl-file-desktopentry,GPL
perl-file-desktopentry,PerlArtistic
perl-file-fcntllock,GPL
perl-file-fcntllock,PerlArtistic
perl-file-find-rule,PerlArtistic
perl-file-find-rule,GPL
perl-file-find-rule-perl,PerlArtistic
perl-file-finder,GPL
perl-file-finder,PerlArtistic
perl-file-homedir,PerlArtistic
perl-file-listing,PerlArtistic
perl-file-listing,GPL
perl-file-mimeinfo,GPL
perl-file-mimeinfo,PerlArtistic
perl-file-mmagic,PerlArtistic
perl-file-next,PerlArtistic
perl-file-next,GPL
perl-file-nfslock,GPL
perl-file-nfslock,PerlArtistic
perl-file-path-expand,GPL
perl-file-path-expand,PerlArtistic
perl-file-path-tiny,PerlArtistic
perl-file-path-tiny,GPL
perl-file-pushd,Apache
perl-file-readbackwards,PerlArtistic
perl-file-readbackwards,GPL
perl-file-remove,GPL
perl-file-remove,PerlArtistic
perl-file-rsyncp,GPL
perl-file-rsyncp,PerlArtistic
perl-file-sharedir,PerlArtistic
perl-file-sharedir,GPL
perl-file-sharedir-install,GPL
perl-file-sharedir-install,PerlArtistic
perl-file-sharedir-projectdistdir,PerlArtistic
perl-file-slurp,GPL
perl-file-slurp,PerlArtistic
perl-file-slurp-tiny,PerlArtistic
perl-file-slurp-tiny,GPL
perl-file-slurper,PerlArtistic
perl-file-slurper,GPL
perl-file-tail,PerlArtistic
perl-file-tail,GPL
perl-file-type,GPL
perl-file-type,PerlArtistic
perl-file-which,GPL
perl-file-which,PerlArtistic
perl-filesys-df,PerlArtistic
perl-filesys-df,GPL
perl-font-afm,GPL
perl-font-afm,PerlArtistic
perl-font-ttf,Artistic2.0
perl-freezethaw,GPL
perl-freezethaw,PerlArtistic
perl-function-parameters,PerlArtistic
perl-function-parameters,GPL
perl-fuse,GPL
perl-gd,GPL-1.0-or-later
perl-gd,Artistic-2.0
perl-gdgraph,GPL
perl-gdgraph,PerlArtistic
perl-gdtextutil,GPL
perl-gdtextutil,PerlArtistic
perl-getopt-argvfile,GPL
perl-getopt-argvfile,PerlArtistic
perl-glib-object-introspection,LGPL
perl-gnupg-interface,PerlArtistic
perl-gnupg-interface,GPL
perl-goocanvas2,PerlArtistic
perl-goocanvas2,GPL
perl-goocanvas2-cairotypes,PerlArtistic
perl-goocanvas2-cairotypes,GPL
perl-graphics-colornames,GPL
perl-graphics-colornames,PerlArtistic
perl-graphics-colornames-www,GPL
perl-graphics-colornames-www,PerlArtistic
perl-graphics-tiff,GPL-1.0-or-later
perl-graphics-tiff,Artistic-1.0-Perl
perl-graphics-toolkit-color,Artistic-1.0-Perl
perl-graphics-toolkit-color,GPL-1.0-or-later
perl-graphviz,GPL
perl-graphviz,PerlArtistic
perl-gssapi,GPL
perl-gssapi,PerlArtistic
perl-gtk3,LGPL
perl-gtk3-imageview,GPL-1.0-or-later
perl-gtk3-imageview,Artistic-1.0-Perl
perl-gtk3-simplelist,LGPL
perl-guard,GPL
perl-guard,PerlArtistic
perl-hash-ordered,PerlArtistic
perl-hash-ordered,GPL
perl-hook-lexwrap,PerlArtistic
perl-html-element-extended,GPL
perl-html-form,PerlArtistic
perl-html-form,GPL
perl-html-formatter,GPL
perl-html-formatter,PerlArtistic
perl-html-highlight,GPL
perl-html-highlight,PerlArtistic
perl-html-parser,PerlArtistic
perl-html-scrubber,GPL
perl-html-scrubber,PerlArtistic
perl-html-strip,GPL
perl-html-strip,PerlArtistic
perl-html-tableextract,GPL
perl-html-tableextract,PerlArtistic
perl-html-tagfilter,GPL
perl-html-tagfilter,PerlArtistic
perl-html-tagset,PerlArtistic
perl-html-template,GPL
perl-html-template,PerlArtistic
perl-html-template-expr,GPL
perl-html-template-expr,PerlArtistic
perl-html-tree,GPL
perl-html-tree,PerlArtistic
perl-http-cache-transparent,GPL
perl-http-cache-transparent,PerlArtistic
perl-http-cookiejar,Apache
perl-http-cookies,PerlArtistic
perl-http-cookies,GPL
perl-http-daemon,PerlArtistic
perl-http-daemon,GPL
perl-http-date,PerlArtistic
perl-http-date,GPL
perl-http-lite,GPL
perl-http-lite,PerlArtistic
perl-http-message,PerlArtistic
perl-http-message,GPL
perl-http-negotiate,PerlArtistic
perl-http-negotiate,GPL
perl-http-response-encoding,GPL
perl-http-response-encoding,PerlArtistic
perl-http-server-simple,GPL
perl-http-server-simple,PerlArtistic
perl-ical-parser,GPL
perl-ical-parser,PerlArtistic
perl-image-exiftool,GPL
perl-image-info,PerlArtistic
perl-image-info,GPL
perl-image-sane,PerlArtistic
perl-image-sane,GPL
perl-image-size,LGPL
perl-image-size,PerlArtistic
perl-import-into,PerlArtistic
perl-import-into,GPL
perl-importer,PerlArtistic
perl-inc-latest,Apache
perl-inline,GPL
perl-inline,PerlArtistic
perl-inline-c,PerlArtistic
perl-inline-cpp,PerlArtistic
perl-inline-filters,PerlArtistic
perl-inline-java,GPL
perl-inline-java,PerlArtistic
perl-io-all,PerlArtistic
perl-io-all,GPL
perl-io-bufferedselect,PerlArtistic
perl-io-bufferedselect,GPL
perl-io-captureoutput,PerlArtistic
perl-io-captureoutput,GPL
perl-io-compress-brotli,PerlArtistic
perl-io-compress-brotli,GPL
perl-io-digest,GPL
perl-io-digest,PerlArtistic
perl-io-dirent,GPL
perl-io-dirent,PerlArtistic
perl-io-html,PerlArtistic
perl-io-html,GPL
perl-io-multiplex,GPL
perl-io-multiplex,PerlArtistic
perl-io-pager,GPL
perl-io-pager,PerlArtistic
perl-io-pipely,GPL
perl-io-pipely,PerlArtistic
perl-io-socket-inet6,PerlArtistic
perl-io-socket-inet6,GPL
perl-io-socket-ssl,GPL
perl-io-socket-ssl,PerlArtistic
perl-io-string,GPL
perl-io-string,PerlArtistic
perl-io-stringy,GPL
perl-io-stringy,PerlArtistic
perl-io-tee,GPL
perl-io-tee,PerlArtistic
perl-io-tty,GPL
perl-io-tty,PerlArtistic
perl-ipc-run,GPL
perl-ipc-run,PerlArtistic
perl-ipc-run3,PerlArtistic
perl-ipc-run3,GPL
perl-ipc-shareable,GPL
perl-ipc-shareable,PerlArtistic
perl-ipc-system-simple,PerlArtistic
perl-ipc-system-simple,GPL
perl-json,GPL
perl-json,PerlArtistic
perl-json-maybexs,Artistic-1.0-Perl
perl-json-maybexs,GPL-1.0-or-later
perl-json-parse,GPL
perl-json-parse,PerlArtistic
perl-json-webtoken,GPL
perl-json-xs,GPL
perl-lchown,PerlArtistic
perl-lchown,GPL
perl-ldap,GPL
perl-libintl-perl,LGPL
perl-libwww,PerlArtistic
perl-libwww,GPL
perl-lingua-en-inflect,PerlArtistic
perl-lingua-en-numbers,GPL
perl-lingua-en-numbers,PerlArtistic
perl-lingua-en-numbers-ordinate,GPL
perl-lingua-en-numbers-ordinate,PerlArtistic
perl-lingua-preferred,GPL
perl-lingua-preferred,PerlArtistic
perl-lingua-translit,PerlArtistic
perl-lingua-translit,GPL
perl-linux-pid,PerlArtistic
perl-linux-pid,GPL
perl-list-allutils,Artistic2.0
perl-list-compare,GPL
perl-list-compare,PerlArtistic
perl-list-moreutils,PerlArtistic
perl-list-moreutils,GPL
perl-list-moreutils-xs,PerlArtistic
perl-list-moreutils-xs,GPL
perl-list-someutils,Artistic2.0
perl-list-utilsby,GPL
perl-list-utilsby,PerlArtistic
perl-local-lib,PerlArtistic
perl-local-lib,GPL
perl-locale-codes,GPL
perl-locale-codes,PerlArtistic
perl-locale-gettext,GPL
perl-locale-gettext,PerlArtistic
perl-locale-maketext-lexicon,GPL
perl-locale-maketext-lexicon,PerlArtistic
perl-locale-po,GPL
perl-locale-po,Artistic
perl-log-any,PerlArtistic
perl-log-any,GPL
perl-log-any-adapter-log4perl,PerlArtistic
perl-log-any-adapter-log4perl,GPL
perl-log-any-adapter-tap,PerlArtistic
perl-log-any-adapter-tap,GPL
perl-log-log4perl,PerlArtistic
perl-log-log4perl,GPL
perl-log-message,PerlArtistic
perl-log-message,GPL
perl-log-message-simple,PerlArtistic
perl-log-message-simple,GPL
perl-lwp-mediatypes,PerlArtistic
perl-lwp-mediatypes,GPL
perl-lwp-protocol-https,PerlArtistic
perl-lwp-protocol-https,GPL
perl-mail-authenticationresults,PerlArtistic
perl-mail-authenticationresults,GPL
perl-mail-box,GPL
perl-mail-box,PerlArtistic
perl-mail-box-parser-c,GPL
perl-mail-box-parser-c,PerlArtistic
perl-mail-dkim,PerlArtistic
perl-mail-dkim,GPL
perl-mail-domainkeys,GPL
perl-mail-imapclient,GPL
perl-mail-message,PerlArtistic
perl-mail-message,GPL
perl-mail-sendmail,GPL
perl-mail-sendmail,PerlArtistic
perl-mail-spf,custom
perl-mail-spf-query,GPL
perl-mail-spf-query,PerlArtistic
perl-mail-transport-dbx,GPL
perl-mail-transport-dbx,PerlArtistic
perl-mailtools,PerlArtistic
perl-mailtools,GPL
perl-marisa,BSD
perl-marisa,LGPL
perl-math-base85,GPL
perl-math-base85,PerlArtistic
perl-math-random-isaac,GPL
perl-math-random-isaac,PerlArtistic
perl-math-round,GPL
perl-math-round,PerlArtistic
perl-mediawiki-api,GPL3
perl-memory-process,PerlArtistic
perl-memory-process,GPL
perl-memory-usage,PerlArtistic
perl-memory-usage,GPL
perl-mime-base32,PerlArtistic
perl-mime-base32,GPL
perl-mime-charset,PerlArtistic
perl-mime-charset,GPL
perl-mime-lite,GPL
perl-mime-lite,PerlArtistic
perl-mime-tools,GPL
perl-mime-tools,PerlArtistic
perl-mime-types,PerlArtistic
perl-module-build,PerlArtistic
perl-module-build,GPL
perl-module-build-tiny,PerlArtistic
perl-module-build-tiny,GPL
perl-module-build-xsutil,PerlArtistic
perl-module-build-xsutil,GPL
perl-module-find,PerlArtistic
perl-module-find,GPL
perl-module-implementation,PerlArtistic
perl-module-install,PerlArtistic
perl-module-install,GPL
perl-module-manifest,GPL
perl-module-manifest,PerlArtistic
perl-module-pluggable,PerlArtistic
perl-module-pluggable,GPL
perl-module-runtime,GPL
perl-module-runtime,PerlArtistic
perl-module-scandeps,PerlArtistic
perl-module-scandeps,GPL
perl-moo,PerlArtistic
perl-moo,GPL
perl-moox-handlesvia,PerlArtistic
perl-moox-handlesvia,GPL
perl-moox-late,PerlArtistic
