pkg,checkdepends
python-pypandoc,texlive-latexextra
python-pypandoc,texlive-fontsrecommended
python-pypandoc,python-pandocfilters
python-pyparsing,python-jinja
python-pyparsing,python-railroad-diagrams
python-pypcode,python-pytest
python-pyphen,python-pytest
python-pyppmd,python-pytest-benchmark
python-pyppmd,python-py-cpuinfo
python-pyppmd,python-hypothesis
python-pyproj,python-pytest
python-pyproj,python-numpy
python-pyproj,python-pandas
python-pyproj,python-shapely
python-pyproj,python-xarray
python-pyproject-api,python-pytest
python-pyproject-api,python-pytest-mock
python-pyproject-api,python-virtualenv
python-pyproject-hooks,python-pytest
python-pyproject-hooks,python-setuptools
python-pyproject-hooks,python-testpath
python-pyproject-metadata,python-pytest
python-pypubsub,python-pytest
python-pypubsub,python-pytest-asyncio
python-pypugjs,python-pytest
python-pyqrcode,python-nose
python-pyqrcode,python-pypng
python-pyqtgraph,python-pyqt5
python-pyqtgraph,python-pyqt6
python-pyqtgraph,python-pytest
python-pyqtgraph,python-opengl
python-pyqtgraph,qt5-svg
python-pyqtgraph,qt6-svg
python-pyquery,python-requests
python-pyquery,python-webob
python-pyquery,python-pytest
python-pyquery,python-webtest
python-pyrfc3339,python-pytest
python-pyroute2,python-pytest
python-pyroute2,python-netaddr
python-pysaml2,python-pyasn1
python-pysaml2,python-pymongo
python-pysaml2,python-pytest
python-pysaml2,python-responses
python-pyscreenshot,python-pytest
python-pyscreenshot,python-pyvirtualdisplay
python-pyscreenshot,python-pillow
python-pyscreenshot,python-path.py
python-pyscreenshot,python-pygame
python-pyscreenshot,python-xlib
python-pyscreenshot,python-gobject
python-pyscreenshot,python-pyqt5
python-pyscreenshot,python-wxpython
python-pyscreenshot,xorg-server-xvfb
python-pyscreenshot,xorg-xdpyinfo
python-pyscreenshot,gnome-screenshot
python-pyscreenshot,scrot
python-pyscreenshot,imagemagick
python-pyscreenshot,maim
python-pyscreenshot,pqiv
python-pysmf,python-pytest
python-pysmi,python-pytest
python-pysmi,python-pysnmp
python-pysmt,python-pytest
python-pysnmp,python-pytest
python-pysnmp,python-pytest-asyncio
python-pyspellchecker,python-pytest
python-pyspnego,cython
python-pyspnego,python-pytest
python-pyspnego,python-pytest-mock
python-pyspnego,python-gssapi
python-pyspnego,python-krb5
python-pyspnego,python-ruamel-yaml
python-pyte,python-pytest
python-pytesseract,python-pytest
python-pytesseract,tesseract-data-eng
python-pytesseract,tesseract-data-fra
python-pytest,python-argcomplete
python-pytest,python-attrs
python-pytest,python-hypothesis
python-pytest,python-pygments
python-pytest,python-requests
python-pytest,python-xmlschema
python-pytest,lsof
python-pytest,python-decorator
python-pytest,python-docutils
python-pytest,python-jinja
python-pytest,python-numpy
python-pytest,python-pexpect
python-pytest,python-pytest-xdist
python-pytest,python-twisted
python-pytest-asyncio,python-hypothesis
python-pytest-bdd,python-setuptools
python-pytest-benchmark,python-pygal
python-pytest-benchmark,python-pygaljs
python-pytest-benchmark,python-freezegun
python-pytest-benchmark,mercurial
python-pytest-benchmark,python-aspectlib
python-pytest-benchmark,python-pytest-xdist
python-pytest-benchmark,python-elasticsearch
python-pytest-benchmark,git
python-pytest-container,podman
python-pytest-container,buildah
python-pytest-container,python-typeguard
python-pytest-cov,python-virtualenv
python-pytest-cov,python-process-tests
python-pytest-cov,python-pytest-xdist
python-pytest-cov,python-fields
python-pytest-django,python-django
python-pytest-django,python-pytest-xdist
python-pytest-enabler,python-pytest-cov
python-pytest-freezer,python-pytest
python-pytest-helpers-namespace,python-pytest
python-pytest-httpbin,python-requests
python-pytest-httpserver,python-pytest
python-pytest-httpserver,python-requests
python-pytest-httpx,python-pytest-asyncio
python-pytest-jupyter,python-pytest-timeout
python-pytest-localserver,python-requests
python-pytest-mock,python-pytest-asyncio
python-pytest-mpi,openmpi
python-pytest-mpi,python-mpi4py
python-pytest-mpi,python-sybil
python-pytest-mpi,python-pytest-mpi
python-pytest-mpl,python-pytest
python-pytest-mpl,python-jinja
python-pytest-mypy,python-pytest-xdist
python-pytest-mypy,python-pexpect
python-pytest-mypy-testing,python-pytest
python-pytest-order,python-pytest-dependency
python-pytest-order,python-pytest-mock
python-pytest-order,python-pytest-xdist
python-pytest-qt,python-pyqt5
python-pytest-qt,xorg-server-xvfb
python-pytest-randomly,python-factory-boy
python-pytest-randomly,python-faker
python-pytest-randomly,python-numpy
python-pytest-randomly,python-pytest-xdist
python-pytest-rerunfailures,python-pytest-xdist
python-pytest-responsemock,python-requests
python-pytest-ruff,python-pytest-mock
python-pytest-services,memcached
python-pytest-services,python-astroid
python-pytest-services,python-mysqlclient
python-pytest-services,python-pylibmc
python-pytest-services,xorg-server-xvfb
python-pytest-shell-utilities,python-pytest-subtests
python-pytest-skip-markers,python-pyfakefs
python-pytest-skip-markers,python-pytest-subtests
python-pytest-socket,python-httpx
python-pytest-socket,python-pytest-httpbin
python-pytest-socket,python-requests
python-pytest-socket,python-starlette
python-pytest-testinfra,ansible
python-pytest-testinfra,python-paramiko
python-pytest-testinfra,python-pytest-xdist
python-pytest-testinfra,python-pywinrm
python-pytest-testinfra,python-tornado
python-pytest-testinfra,salt
python-pytest-timeout,python-pexpect
python-pytest-trio,python-trio-asyncio
python-pytest-vcr,python-coverage
python-pytest-vcr,python-pytest
python-pytest-xdist,python-filelock
python-pytest-xdist,python-psutil
python-python-multipart,python-pytest
python-python-multipart,python-yaml
python-python-pkcs11,python-cryptography
python-python-pkcs11,python-oscrypto
python-python-pkcs11,python-pytest
python-python-pkcs11,softhsm
python-python-socks,python-anyio
python-python-socks,python-async-timeout
python-python-socks,python-curio
python-python-socks,python-flask
python-python-socks,python-pytest
python-python-socks,python-pytest-asyncio
python-python-socks,python-pytest-trio
python-python-socks,python-trio
python-python-socks,python-yarl
python-python-socks,python-trustme
python-python-socks,python-tiny-proxy
python-pytoolconfig,python-docutils
python-pytoolconfig,python-pytest
python-pytoolconfig,python-sphinx
python-pytoolconfig,python-tabulate
python-pytoolconfig,python-platformdirs
python-pytools,python-pytest
python-pytrie,python-tests
python-pytube,python-pytest
python-pytzdata,python-pytest
python-pyu2f,python-pyfakefs
python-pyu2f,python-pytest
python-pyudev,python-pytest
python-pyudev,python-docutils
python-pyudev,python-hypothesis
python-pyudev,python-pip
python-pyvex,python-pytest
python-pyvirtualdisplay,python-pytest
python-pyvirtualdisplay,python-pytest-xdist
python-pyvirtualdisplay,python-pyscreenshot
python-pyvirtualdisplay,python-pillow
python-pyvirtualdisplay,python-easyprocess
python-pyvirtualdisplay,python-entrypoint2
python-pyvirtualdisplay,python-path.py
python-pyvirtualdisplay,python-psutil
python-pyvirtualdisplay,xorg-server-xvfb
python-pyvirtualdisplay,xorg-server-xephyr
python-pyvirtualdisplay,xorg-xmessage
python-pyvirtualdisplay,xorg-xdpyinfo
python-pyvirtualdisplay,scrot
python-pyvirtualdisplay,vncdotool
python-pywayland,python-pytest
python-pywlroots,python-pytest
python-pyx,ghostscript
python-pyx,python-pillow
python-pyx,python-testfixtures
python-pyx,texlive-fontsrecommended
python-pyxattr,python-pytest
python-pyxbe,python-pytest
python-pyxdameraulevenshtein,python-pytest
python-qasync,python-pytest-raises
python-qasync,pyside6
python-qasync,python-pyqt5
python-qasync,python-pyqt6
python-qasync,xorg-server-xvfb
python-qdarkstyle,python-pyqt5
python-qdarkstyle,python-pytest
python-qdarkstyle,python-pytest-qt
python-qdldl,python-pytest
python-qiniu,python-pytest
python-qiniu,python-freezegun
python-qrcode,python-pytest
python-qstylizer,python-pytest
python-qstylizer,python-pytest
python-qstylizer,python-pytest-mock
python-qtawesome,python-pytest
python-qtawesome,python-pytest-qt
python-qtawesome,xorg-server-xvfb
python-qtawesome,python-pyqt5
python-qtconsole,python-pytest
python-qtconsole,python-pytest-qt
python-qtconsole,python-flaky
python-qtconsole,xorg-server-xvfb
python-qtpy,python-pytest
python-qtpy,python-pytest-qt
python-qtpy,python-pyqt5
python-qtpy,python-pyqt5-webengine
python-qtpy,python-pyqt6
python-qtpy,python-pyqt6-3d
python-qtpy,python-pyqt6-datavisualization
python-qtpy,python-pyqt6-webengine
python-qtpy,pyside6
python-qtpy,qt5-connectivity
python-qtpy,qt5-multimedia
python-qtpy,qt5-quick3d
python-qtpy,qt5-remoteobjects
python-qtpy,qt5-sensors
python-qtpy,qt5-serialport
python-qtpy,qt5-speech
python-qtpy,qt5-svg
python-qtpy,qt5-tools
python-qtpy,qt5-websockets
python-qtpy,qt5-x11extras
python-qtpy,qt5-xmlpatterns
python-qtpy,qt6-multimedia
python-qtpy,qt6-remoteobjects
python-qtpy,qt6-sensors
python-qtpy,qt6-serialport
python-qtpy,qt6-svg
python-qtpy,qt6-tools
python-qtpy,xorg-server-xvfb
python-quart-cors,python-flask
python-quart-cors,python-pytest
python-quart-cors,python-pytest-asyncio
python-quart-cors,python-pytest-sugar
python-queuelib,python-pytest
python-rangehttpserver,python-pytest
python-rangehttpserver,python-requests
python-rapidfuzz,python-hypothesis
python-rapidfuzz,python-pandas
python-rapidfuzz,python-pytest
python-rapidjson,python-pytest
python-rapidjson,python-pytest-benchmark
python-rapidjson,python-pytz
python-rarfile,p7zip
python-rarfile,python-cryptography
python-rarfile,python-pytest
python-rarfile,unarchiver
python-rarfile,unrar
python-rawkit,python-pytest
python-rcssmin,python-pytest
python-rdflib,python-pytest
python-rdflib,python-html5lib
python-rdflib,python-networkx
python-rdflib,python-pip
python-re-assert,python-pytest
python-reactivex,python-pytest
python-reactivex,python-pytest-asyncio
python-readme-renderer,python-pytest
python-rebulk,python-pytest
python-recurring-ical-events,python-pytest
python-recurring-ical-events,python-tzdata
python-redis,python-coverage
python-redis,python-cryptography
python-redis,python-hiredis
python-redis,python-numpy
python-redis,python-pyopenssl
python-redis,python-pytest
python-redis,python-pytest-asyncio
python-redis,python-requests
python-redis,redis
python-referencing,python-pytest
python-referencing,python-pytest-subtests
python-referencing,python-jsonschema
python-regress,python-pytest
python-remoto,python-pytest
python-rencode,python-pytest
python-repoze.lru,python-nose
python-requests,python-pysocks
python-requests,python-pytest-httpbin
python-requests,python-trustme
python-requests-aws4auth,python-pytest
python-requests-aws4auth,python-httpx
python-requests-futures,python-pytest
python-requests-futures,pifpaf
python-requests-futures,httpbin
python-requests-kerberos,python-pytest
python-requests-kerberos,python-pyspnego
python-requests-kerberos,python-pytest-mock
python-requests-mock,python-purl
python-requests-mock,python-pytest
python-requests-mock,python-requests-futures
python-requests-mock,python-testtools
python-requests-mock,python-fixtures
python-requests-oauthlib,python-pytest
python-requests-oauthlib,python-requests-mock
python-requests-oauthlib,python-pyjwt
python-requests-toolbelt,python-pytest
python-requests-toolbelt,python-betamax
python-requests-toolbelt,python-ndg-httpsclient
python-requests-toolbelt,python-pyopenssl
python-requests-toolbelt,python-trustme
python-resolvelib,python-commentjson
python-resolvelib,python-packaging
python-resolvelib,python-pytest
python-responses,python-pytest
python-responses,python-pytest-asyncio
python-responses,python-pytest-httpserver
python-responses,python-tomli-w
python-respx,python-flask
python-respx,python-pytest-asyncio
python-respx,python-starlette
python-respx,python-trio
python-resumable-urlretrieve,python-pytest
python-resumable-urlretrieve,python-rangehttpserver
python-rfc3339-validator,python-hypothesis
python-rfc3339-validator,python-pytest
python-rfc3339-validator,python-strict-rfc3339
python-rfc3986,python-pytest
python-rfc3986-validator,python-hypothesis
python-rfc3986-validator,python-pytest
python-rfc3986-validator,python-rfc3987
python-rjsmin,python-pytest
python-rope,python-pytest
python-routes,python-pytest
python-routes,python-webob
