package,provides
"texlive-langother","texlive-latexbangla"
"texlive-langother","texlive-latino-sine-flexione"
"texlive-langother","texlive-lshort-thai"
"texlive-langother","texlive-lshort-vietnamese"
"texlive-langother","texlive-marathi"
"texlive-langother","texlive-ntheorem-vn"
"texlive-langother","texlive-padauk"
"texlive-langother","texlive-quran-bn"
"texlive-langother","texlive-quran-id"
"texlive-langother","texlive-quran-ur"
"texlive-langother","texlive-sanskrit"
"texlive-langother","texlive-sanskrit-t1"
"texlive-langother","texlive-thaienum"
"texlive-langother","texlive-thaispec"
"texlive-langother","texlive-unicode-alphabets"
"texlive-langother","texlive-velthuis"
"texlive-langother","texlive-vntex"
"texlive-langother","texlive-wnri"
"texlive-langother","texlive-wnri-latex"
"texlive-langother","texlive-xetex-devanagari"
"texlive-langpolish","texlive-babel-polish"
"texlive-langpolish","texlive-bredzenie"
"texlive-langpolish","texlive-cc-pl"
"texlive-langpolish","texlive-gustlib"
"texlive-langpolish","texlive-gustprog"
"texlive-langpolish","texlive-hyphen-polish"
"texlive-langpolish","texlive-lshort-polish"
"texlive-langpolish","texlive-mex"
"texlive-langpolish","texlive-mwcls"
"texlive-langpolish","texlive-pl"
"texlive-langpolish","texlive-polski"
"texlive-langpolish","texlive-przechlewski-book"
"texlive-langpolish","texlive-qpxqtx"
"texlive-langpolish","texlive-tap"
"texlive-langpolish","texlive-tex-virtual-academy-pl"
"texlive-langpolish","texlive-texlive-pl"
"texlive-langpolish","texlive-utf8mex"
"texlive-langportuguese","texlive-babel-portuges"
"texlive-langportuguese","texlive-beamer-tut-pt"
"texlive-langportuguese","texlive-cursolatex"
"texlive-langportuguese","texlive-feupphdteses"
"texlive-langportuguese","texlive-hyphen-portuguese"
"texlive-langportuguese","texlive-latex-via-exemplos"
"texlive-langportuguese","texlive-latexcheat-ptbr"
"texlive-langportuguese","texlive-lshort-portuguese"
"texlive-langportuguese","texlive-numberpt"
"texlive-langportuguese","texlive-ordinalpt"
"texlive-langportuguese","texlive-ptlatexcommands"
"texlive-langportuguese","texlive-xypic-tut-pt"
"texlive-langspanish","texlive-antique-spanish-units"
"texlive-langspanish","texlive-babel-catalan"
"texlive-langspanish","texlive-babel-galician"
"texlive-langspanish","texlive-babel-spanish"
"texlive-langspanish","texlive-es-tex-faq"
"texlive-langspanish","texlive-hyphen-catalan"
"texlive-langspanish","texlive-hyphen-galician"
"texlive-langspanish","texlive-hyphen-spanish"
"texlive-langspanish","texlive-l2tabu-spanish"
"texlive-langspanish","texlive-latex2e-help-texinfo-spanish"
"texlive-langspanish","texlive-latexcheat-esmx"
"texlive-langspanish","texlive-lshort-spanish"
"texlive-langspanish","texlive-texlive-es"
"texlive-latex","texlive-ae"
"texlive-latex","texlive-amscls"
"texlive-latex","texlive-amsmath"
"texlive-latex","texlive-atbegshi"
"texlive-latex","texlive-atveryend"
"texlive-latex","texlive-auxhook"
"texlive-latex","texlive-babel"
"texlive-latex","texlive-babel-english"
"texlive-latex","texlive-babelbib"
"texlive-latex","texlive-bigintcalc"
"texlive-latex","texlive-bitset"
"texlive-latex","texlive-bookmark"
"texlive-latex","texlive-carlisle"
"texlive-latex","texlive-colortbl"
"texlive-latex","texlive-epstopdf-pkg"
"texlive-latex","texlive-etexcmds"
"texlive-latex","texlive-fancyhdr"
"texlive-latex","texlive-firstaid"
"texlive-latex","texlive-fix2col"
"texlive-latex","texlive-geometry"
"texlive-latex","texlive-gettitlestring"
"texlive-latex","texlive-graphics"
"texlive-latex","texlive-graphics-cfg"
"texlive-latex","texlive-grfext"
"texlive-latex","texlive-hopatch"
"texlive-latex","texlive-hycolor"
"texlive-latex","texlive-hyperref"
"texlive-latex","texlive-intcalc"
"texlive-latex","texlive-kvdefinekeys"
"texlive-latex","texlive-kvoptions"
"texlive-latex","texlive-kvsetkeys"
"texlive-latex","texlive-l3backend"
"texlive-latex","texlive-l3kernel"
"texlive-latex","texlive-l3packages"
"texlive-latex","texlive-latex-bin"
"texlive-latex","texlive-latex-fonts"
"texlive-latex","texlive-latex-lab"
"texlive-latex","texlive-latexconfig"
"texlive-latex","texlive-letltxmacro"
"texlive-latex","texlive-ltxcmds"
"texlive-latex","texlive-ltxmisc"
"texlive-latex","texlive-mfnfss"
"texlive-latex","texlive-mptopdf"
"texlive-latex","texlive-natbib"
"texlive-latex","texlive-oberdiek"
"texlive-latex","texlive-pagesel"
"texlive-latex","texlive-pdfescape"
"texlive-latex","texlive-pdftexcmds"
"texlive-latex","texlive-pslatex"
"texlive-latex","texlive-psnfss"
"texlive-latex","texlive-pspicture"
"texlive-latex","texlive-refcount"
"texlive-latex","texlive-rerunfilecheck"
"texlive-latex","texlive-stringenc"
"texlive-latex","texlive-tools"
"texlive-latex","texlive-uniquecounter"
"texlive-latex","texlive-url"
"texlive-latexextra","texlive-2up"
"texlive-latexextra","texlive-a0poster"
"texlive-latexextra","texlive-a4wide"
"texlive-latexextra","texlive-a5comb"
"texlive-latexextra","texlive-abraces"
"texlive-latexextra","texlive-abspos"
"texlive-latexextra","texlive-abstract"
"texlive-latexextra","texlive-accessibility"
"texlive-latexextra","texlive-accsupp"
"texlive-latexextra","texlive-achemso"
"texlive-latexextra","texlive-acro"
"texlive-latexextra","texlive-acronym"
"texlive-latexextra","texlive-acroterm"
"texlive-latexextra","texlive-actuarialangle"
"texlive-latexextra","texlive-actuarialsymbol"
"texlive-latexextra","texlive-addfont"
"texlive-latexextra","texlive-addlines"
"texlive-latexextra","texlive-adjmulticol"
"texlive-latexextra","texlive-adjustbox"
"texlive-latexextra","texlive-adrconv"
"texlive-latexextra","texlive-advdate"
"texlive-latexextra","texlive-affilauthor"
"texlive-latexextra","texlive-akktex"
"texlive-latexextra","texlive-akletter"
"texlive-latexextra","texlive-alchemist"
"texlive-latexextra","texlive-alertmessage"
"texlive-latexextra","texlive-alnumsec"
"texlive-latexextra","texlive-alphalph"
"texlive-latexextra","texlive-alterqcm"
"texlive-latexextra","texlive-altfont"
"texlive-latexextra","texlive-altsubsup"
"texlive-latexextra","texlive-amsaddr"
"texlive-latexextra","texlive-animate"
"texlive-latexextra","texlive-anonchap"
"texlive-latexextra","texlive-answers"
"texlive-latexextra","texlive-anyfontsize"
"texlive-latexextra","texlive-appendix"
"texlive-latexextra","texlive-appendixnumberbeamer"
"texlive-latexextra","texlive-apptools"
"texlive-latexextra","texlive-arabicfront"
"texlive-latexextra","texlive-arcs"
"texlive-latexextra","texlive-argumentation"
"texlive-latexextra","texlive-arraycols"
"texlive-latexextra","texlive-arrayjobx"
"texlive-latexextra","texlive-arraysort"
"texlive-latexextra","texlive-arydshln"
"texlive-latexextra","texlive-asciilist"
"texlive-latexextra","texlive-askinclude"
"texlive-latexextra","texlive-assignment"
"texlive-latexextra","texlive-assoccnt"
"texlive-latexextra","texlive-association-matrix"
"texlive-latexextra","texlive-atenddvi"
"texlive-latexextra","texlive-atendofenv"
"texlive-latexextra","texlive-attachfile"
"texlive-latexextra","texlive-aurl"
"texlive-latexextra","texlive-authoraftertitle"
"texlive-latexextra","texlive-authorarchive"
"texlive-latexextra","texlive-authorindex"
"texlive-latexextra","texlive-autofancyhdr"
"texlive-latexextra","texlive-autonum"
"texlive-latexextra","texlive-autopdf"
"texlive-latexextra","texlive-autopuncitems"
"texlive-latexextra","texlive-avremu"
"texlive-latexextra","texlive-awesomebox"
"texlive-latexextra","texlive-axessibility"
"texlive-latexextra","texlive-background"
"texlive-latexextra","texlive-bankstatement"
"texlive-latexextra","texlive-bashful"
"texlive-latexextra","texlive-basicarith"
"texlive-latexextra","texlive-bchart"
"texlive-latexextra","texlive-beamer-rl"
"texlive-latexextra","texlive-beamer2thesis"
"texlive-latexextra","texlive-beamerappendixnote"
"texlive-latexextra","texlive-beameraudience"
"texlive-latexextra","texlive-beamerauxtheme"
"texlive-latexextra","texlive-beamercolorthemeowl"
"texlive-latexextra","texlive-beamerdarkthemes"
"texlive-latexextra","texlive-beamerposter"
"texlive-latexextra","texlive-beamersubframe"
"texlive-latexextra","texlive-beamertheme-arguelles"
"texlive-latexextra","texlive-beamertheme-cuerna"
"texlive-latexextra","texlive-beamertheme-detlevcm"
"texlive-latexextra","texlive-beamertheme-epyt"
"texlive-latexextra","texlive-beamertheme-focus"
"texlive-latexextra","texlive-beamertheme-light"
"texlive-latexextra","texlive-beamertheme-metropolis"
"texlive-latexextra","texlive-beamertheme-npbt"
"texlive-latexextra","texlive-beamertheme-phnompenh"
"texlive-latexextra","texlive-beamertheme-pure-minimalistic"
"texlive-latexextra","texlive-beamertheme-rainbow"
"texlive-latexextra","texlive-beamertheme-saintpetersburg"
"texlive-latexextra","texlive-beamertheme-simpledarkblue"
"texlive-latexextra","texlive-beamertheme-simpleplus"
"texlive-latexextra","texlive-beamertheme-tcolorbox"
"texlive-latexextra","texlive-beamertheme-trigon"
"texlive-latexextra","texlive-beamertheme-upenn-bc"
"texlive-latexextra","texlive-beamerthemeamurmaple"
"texlive-latexextra","texlive-beamerthemeconcrete"
"texlive-latexextra","texlive-beamerthemejltree"
"texlive-latexextra","texlive-beamerthemelalic"
"texlive-latexextra","texlive-beamerthemenirma"
"texlive-latexextra","texlive-beamerthemenord"
"texlive-latexextra","texlive-bearwear"
"texlive-latexextra","texlive-beaulivre"
"texlive-latexextra","texlive-beautybook"
"texlive-latexextra","texlive-beautynote"
"texlive-latexextra","texlive-beton"
"texlive-latexextra","texlive-bewerbung"
"texlive-latexextra","texlive-bez123"
"texlive-latexextra","texlive-bhcexam"
"texlive-latexextra","texlive-bibletext"
"texlive-latexextra","texlive-bigfoot"
"texlive-latexextra","texlive-bigints"
"texlive-latexextra","texlive-bilingualpages"
"texlive-latexextra","texlive-biochemistry-colors"
"texlive-latexextra","texlive-bithesis"
"texlive-latexextra","texlive-bizcard"
"texlive-latexextra","texlive-blindtext"
"texlive-latexextra","texlive-blkarray"
"texlive-latexextra","texlive-block"
"texlive-latexextra","texlive-blowup"
"texlive-latexextra","texlive-bnumexpr"
"texlive-latexextra","texlive-boites"
"texlive-latexextra","texlive-bold-extra"
"texlive-latexextra","texlive-book-of-common-prayer"
"texlive-latexextra","texlive-bookcover"
"texlive-latexextra","texlive-bookest"
"texlive-latexextra","texlive-booklet"
"texlive-latexextra","texlive-bookshelf"
"texlive-latexextra","texlive-boolexpr"
"texlive-latexextra","texlive-bophook"
"texlive-latexextra","texlive-boxedminipage"
"texlive-latexextra","texlive-boxhandler"
"texlive-latexextra","texlive-bracketkey"
"texlive-latexextra","texlive-braket"
"texlive-latexextra","texlive-breakurl"
"texlive-latexextra","texlive-bubblesort"
"texlive-latexextra","texlive-bullcntr"
"texlive-latexextra","texlive-bxcalc"
"texlive-latexextra","texlive-bxdpx-beamer"
"texlive-latexextra","texlive-bxdvidriver"
"texlive-latexextra","texlive-bxenclose"
"texlive-latexextra","texlive-bxnewfont"
"texlive-latexextra","texlive-bxpapersize"
"texlive-latexextra","texlive-bxpdfver"
"texlive-latexextra","texlive-bxtexlogo"
"texlive-latexextra","texlive-calcage"
"texlive-latexextra","texlive-calctab"
"texlive-latexextra","texlive-calculator"
"texlive-latexextra","texlive-calrsfs"
"texlive-latexextra","texlive-cals"
"texlive-latexextra","texlive-calxxxx-yyyy"
"texlive-latexextra","texlive-cancel"
"texlive-latexextra","texlive-canoniclayout"
"texlive-latexextra","texlive-capt-of"
"texlive-latexextra","texlive-captcont"
"texlive-latexextra","texlive-captdef"
"texlive-latexextra","texlive-carbohydrates"
"texlive-latexextra","texlive-cases"
"texlive-latexextra","texlive-casyl"
"texlive-latexextra","texlive-catchfile"
"texlive-latexextra","texlive-catchfilebetweentags"
"texlive-latexextra","texlive-catechis"
"texlive-latexextra","texlive-catoptions"
"texlive-latexextra","texlive-cbcoptic"
"texlive-latexextra","texlive-ccaption"
"texlive-latexextra","texlive-cclicenses"
"texlive-latexextra","texlive-cd"
"texlive-latexextra","texlive-cd-cover"
"texlive-latexextra","texlive-cdcmd"
"texlive-latexextra","texlive-cdpbundl"
"texlive-latexextra","texlive-cellprops"
"texlive-latexextra","texlive-cellspace"
"texlive-latexextra","texlive-censor"
"texlive-latexextra","texlive-centeredline"
"texlive-latexextra","texlive-centerlastline"
"texlive-latexextra","texlive-changebar"
"texlive-latexextra","texlive-changelayout"
"texlive-latexextra","texlive-changelog"
"texlive-latexextra","texlive-changepage"
"texlive-latexextra","texlive-changes"
"texlive-latexextra","texlive-chappg"
"texlive-latexextra","texlive-chapterfolder"
"texlive-latexextra","texlive-cheatsheet"
"texlive-latexextra","texlive-checkend"
"texlive-latexextra","texlive-chet"
"texlive-latexextra","texlive-chextras"
"texlive-latexextra","texlive-childdoc"
"texlive-latexextra","texlive-chkfloat"
"texlive-latexextra","texlive-chletter"
"texlive-latexextra","texlive-chngcntr"
"texlive-latexextra","texlive-chronology"
"texlive-latexextra","texlive-circ"
"texlive-latexextra","texlive-circledsteps"
"texlive-latexextra","texlive-circledtext"
"texlive-latexextra","texlive-classics"
"texlive-latexextra","texlive-classpack"
"texlive-latexextra","texlive-clefval"
"texlive-latexextra","texlive-cleveref"
"texlive-latexextra","texlive-cleveref-forward"
"texlive-latexextra","texlive-cleveref-usedon"
"texlive-latexextra","texlive-clicks"
"texlive-latexextra","texlive-clipboard"
"texlive-latexextra","texlive-clistmap"
"texlive-latexextra","texlive-clock"
"texlive-latexextra","texlive-clrdblpg"
"texlive-latexextra","texlive-clrstrip"
"texlive-latexextra","texlive-cmdstring"
"texlive-latexextra","texlive-cmdtrack"
"texlive-latexextra","texlive-cmsd"
"texlive-latexextra","texlive-cnltx"
"texlive-latexextra","texlive-cntformats"
"texlive-latexextra","texlive-cntperchap"
"texlive-latexextra","texlive-codebox"
"texlive-latexextra","texlive-codedescribe"
"texlive-latexextra","texlive-codedoc"
"texlive-latexextra","texlive-codehigh"
"texlive-latexextra","texlive-codepage"
"texlive-latexextra","texlive-codesection"
"texlive-latexextra","texlive-collcell"
"texlive-latexextra","texlive-collectbox"
"texlive-latexextra","texlive-colophon"
"texlive-latexextra","texlive-color-edits"
"texlive-latexextra","texlive-colordoc"
"texlive-latexextra","texlive-colorframed"
"texlive-latexextra","texlive-colorinfo"
"texlive-latexextra","texlive-coloring"
"texlive-latexextra","texlive-colorist"
"texlive-latexextra","texlive-colorspace"
"texlive-latexextra","texlive-colortab"
"texlive-latexextra","texlive-colorwav"
"texlive-latexextra","texlive-colorweb"
"texlive-latexextra","texlive-colourchange"
"texlive-latexextra","texlive-combelow"
"texlive-latexextra","texlive-combine"
"texlive-latexextra","texlive-comma"
"texlive-latexextra","texlive-commado"
"texlive-latexextra","texlive-commedit"
"texlive-latexextra","texlive-comment"
"texlive-latexextra","texlive-commonunicode"
"texlive-latexextra","texlive-competences"
"texlive-latexextra","texlive-concepts"
"texlive-latexextra","texlive-concprog"
"texlive-latexextra","texlive-conditext"
"texlive-latexextra","texlive-constants"
"texlive-latexextra","texlive-continue"
"texlive-latexextra","texlive-contour"
"texlive-latexextra","texlive-contracard"
"texlive-latexextra","texlive-conv-xkv"
"texlive-latexextra","texlive-cooking"
"texlive-latexextra","texlive-cooking-units"
"texlive-latexextra","texlive-cool"
"texlive-latexextra","texlive-coolfn"
"texlive-latexextra","texlive-coollist"
"texlive-latexextra","texlive-coolstr"
"texlive-latexextra","texlive-coolthms"
"texlive-latexextra","texlive-cooltooltips"
"texlive-latexextra","texlive-coop-writing"
"texlive-latexextra","texlive-coordsys"
"texlive-latexextra","texlive-copyedit"
"texlive-latexextra","texlive-copyrightbox"
"texlive-latexextra","texlive-coseoul"
"texlive-latexextra","texlive-counterz"
"texlive-latexextra","texlive-counttexruns"
"texlive-latexextra","texlive-courseoutline"
"texlive-latexextra","texlive-coursepaper"
"texlive-latexextra","texlive-coverpage"
"texlive-latexextra","texlive-cprotect"
"texlive-latexextra","texlive-cprotectinside"
"texlive-latexextra","texlive-crbox"
"texlive-latexextra","texlive-create-theorem"
"texlive-latexextra","texlive-creationboites"
"texlive-latexextra","texlive-crefthe"
"texlive-latexextra","texlive-crossreference"
"texlive-latexextra","texlive-crossreftools"
"texlive-latexextra","texlive-crumbs"
"texlive-latexextra","texlive-csquotes"
"texlive-latexextra","texlive-css-colors"
"texlive-latexextra","texlive-csvmerge"
"texlive-latexextra","texlive-csvsimple"
"texlive-latexextra","texlive-cuisine"
"texlive-latexextra","texlive-currency"
"texlive-latexextra","texlive-currfile"
"texlive-latexextra","texlive-curriculum-vitae"
"texlive-latexextra","texlive-currvita"
"texlive-latexextra","texlive-customenvs"
"texlive-latexextra","texlive-cutwin"
"texlive-latexextra","texlive-cv"
"texlive-latexextra","texlive-cv4tw"
"texlive-latexextra","texlive-cweb-latex"
"texlive-latexextra","texlive-cyber"
"texlive-latexextra","texlive-cybercic"
"texlive-latexextra","texlive-darkmode"
"texlive-latexextra","texlive-dashbox"
"texlive-latexextra","texlive-dashrule"
"texlive-latexextra","texlive-dashundergaps"
"texlive-latexextra","texlive-dataref"
"texlive-latexextra","texlive-datatool"
"texlive-latexextra","texlive-datax"
